0,0,1.5958,3
-0.04999,1.9967,1.6465,3
-0.19983,3.9734,1.6988,3
-0.44916,5.9104,1.7541,3
-0.79734,7.7884,1.8138,3
-1.2435,9.5885,1.8792,3
-1.7865,11.293,1.9524,3
-2.4251,12.884,2.035,3
-3.1576,14.347,2.1294,3
-3.9821,15.667,2.2372,3
-4.8967,16.829,2.36,3
-5.899,17.824,2.4975,3
-6.9866,18.641,2.6474,3
-8.1566,19.271,2.8046,3
-9.4063,19.709,2.9619,3
-10.732,19.95,3.1119,3
-12.132,19.991,-3.0343,3
-13.601,19.833,-2.9135,3
-15.136,19.477,-2.8094,3
-16.733,18.926,-2.7212,3
-18.388,18.186,-2.647,3
-20.097,17.264,-2.5851,3
-21.856,16.17,-2.5336,3
-23.661,14.914,-2.4909,3
-25.506,13.509,-2.4557,3
-27.387,11.969,-2.427,3
-29.3,10.31,-2.404,3
-31.24,8.5476,-2.386,3
-33.201,6.6998,-2.3726,3
-35.18,4.785,-2.3633,3
-37.171,2.8224,-2.3579,3
-39.168,0.83161,-2.3564,3
-41.168,-1.1675,-2.3586,3
-43.165,-3.1549,-2.3646,3
-45.154,-5.1108,-2.3745,3
-47.13,-7.0157,-2.3887,3
-49.088,-8.8504,-2.4075,3
-51.024,-10.597,-2.4314,3
-52.932,-12.237,-2.4611,3
-54.807,-13.755,-2.4975,3
-56.646,-15.136,-2.5416,3
-58.443,-16.366,-2.5947,3
-60.194,-17.432,-2.6586,3
-61.894,-18.323,-2.735,3
-63.54,-19.032,-2.8258,3
-65.127,-19.551,-2.9326,3
-66.651,-19.874,-3.0563,3
-68.109,-19.998,3.0875,3
-69.496,-19.923,2.9358,3
-70.809,-19.649,2.778,3
-72.046,-19.178,2.6215,3
-73.202,-18.516,2.4734,3
-74.276,-17.669,2.3383,3
-75.263,-16.645,2.2181,3
-76.163,-15.455,2.1126,3
-76.972,-14.111,2.0204,3
-77.689,-12.625,1.9395,3
-78.311,-11.014,1.8678,3
-78.838,-9.292,1.8034,3
-79.268,-7.4775,1.7446,3
-79.6,-5.5883,1.6898,3
-79.832,-3.6433,1.6379,3
-79.965,-1.6618,1.5874,3
-79.999,0.33628,1.5373,3
-79.932,2.331,1.4865,3
-79.765,4.3024,1.4337,3
-79.499,6.2308,1.3778,3
-79.134,8.097,1.3173,3
-78.672,9.8823,1.2506,3
-78.113,11.569,1.1761,3
-77.458,13.14,1.0916,3
-76.71,14.579,0.9951,3
-75.87,15.873,0.88477,3
-74.941,17.009,0.75947,3
-73.924,17.974,0.61962,3
-72.822,18.76,0.46807,3
-71.639,19.358,0.31034,3
-70.376,19.763,0.15378,3
-69.037,19.971,0.0056403,3
-67.626,19.979,-0.12876,3
-66.146,19.787,-0.24678,3
-64.6,19.398,-0.3481,3
-62.993,18.815,-0.43384,3
-61.328,18.043,-0.50579,3
-59.61,17.092,-0.56585,3
-57.843,15.97,-0.61579,3
-56.032,14.688,-0.65713,3
-54.18,13.259,-0.69113,3
-52.293,11.698,-0.71879,3
-50.376,10.02,-0.74092,3
-48.432,8.2424,-0.75812,3
-46.467,6.382,-0.77086,3
-44.486,4.4578,-0.77948,3
-42.494,2.4891,-0.78419,3
-40.496,0.49551,-0.78512,3
-38.496,-1.503,-0.78229,3
-36.5,-3.4865,-0.77563,3
-34.513,-5.4352,-0.76497,3
-32.54,-7.3296,-0.75002,3
-30.585,-9.1507,-0.73041,3
-28.654,-10.88,-0.70558,3
-26.751,-12.501,-0.67483,3
-24.881,-13.997,-0.63727,3
-23.049,-15.354,-0.59177,3
-21.259,-16.557,-0.53692,3
-19.517,-17.594,-0.4711,3
-17.825,-18.456,-0.39243,3
-16.189,-19.133,-0.29903,3
-14.612,-19.619,-0.18936,3
-13.099,-19.909,-0.062907,3
-11.653,-20,0.078925,3
-10.278,-19.891,0.23213,3
-8.9774,-19.584,0.39025,3
-7.7541,-19.08,0.5457,3
-6.6115,-18.387,0.69187,3
-5.5523,-17.509,0.82457,3
-4.5792,-16.457,0.94225,3
-3.6947,-15.24,1.0454,3
-2.9009,-13.871,1.1356,3
-2.1998,-12.363,1.2148,3
-1.5932,-10.731,1.2851,3
-1.0826,-8.9929,1.3485,3
-0.66926,-7.1646,1.4065,3
-0.35424,-5.2646,1.4607,3
-0.13832,-3.3121,1.5123,3
-0.022023,-1.3264,1.5626,3
-0.0056545,0.67246,1.6127,3
-0.089251,2.6646,1.6638,3
-0.2726,4.6302,1.717,3
-0.55525,6.5495,1.7736,3
-0.93649,8.4033,1.835,3
-1.4154,10.173,1.9029,3
-1.9907,11.841,1.979,3
-2.661,13.391,2.0654,3
-3.4247,14.808,2.164,3
-4.2797,16.076,2.2768,3
-5.2241,17.183,2.4047,3
-6.2554,18.119,2.5468,3
-7.371,18.874,2.6998,3
-8.5682,19.44,2.8579,3
-9.8439,19.812,3.0135,3
-11.195,19.986,-3.1236,3
