1,0,0,0,0,0,0.01
0,1,0.023,0,0,0.009797861726,0
0,0,1,0,0,0.01973783587,0
0,0,0,1,0.01,0,0
0,0,0,0.17564906,1,0.08096725698,0
0,0,0,0,0,1,0
0,0,0,0,0,0,1
1,0,0,0,0,0,0.01
0,1,0.026,0,0,0.01107584369,0
0,0,1,0,0,0.0223123362,0
0,0,0,1,0.01,0,0
0,0,0,0.17564906,1,0.1057004379,0
0,0,0,0,0,1,0
0,0,0,0,0,0,1
0,0,0,0,0.01866905401,0.01,0
0,0,0,0,0.02110414802,0.01,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,-22.28108326,0,-0.6607135207,0
0,0,0,0,1,0,0
0,0,0,0,0,1.973783587,0
0,0,0,0,0,1,0
0,0,0,0,0,0,1
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,-22.28108326,0,-1.002912325,0
0,0,0,0,1,0,0
0,0,0,0,0,2.23123362,0
0,0,0,0,0,1,0
0,0,0,0,0,0,1
0,0,-1.325502835,0,0,0,0
0,0,-1.498394509,0,0,0,0
0.2226851604,0,0,0,0,0,0.009633547861
0,0.2446903087,0,0,3.43188683e-05,0.00972943259,0
0,0.2202342531,0,0,6.913564967e-05,0.01960002402,0
0,0,-6.240169122e-05,0.01000002517,0,-4.094457753e-05,0
0,0,-1.959828248e-05,1.000000004,0.0002835766395,0.08039425352,0
0,0,-0.0001066787291,0,0.003502675256,0.9930118469,0
6.969070208e-05,0,0,0,0,0,0.8541018662
0.2226851604,0,0,0,0,0,0.009633547861
0,0.2474294931,0,0,4.376742924e-05,0.01097640395,0
0,0.2199319074,0,0,8.816999368e-05,0.02211209304,0
0,0,-6.239883143e-05,0.01000002514,0,-6.202869706e-05,0
0,0,-2.804199179e-05,1.000000004,0.0004176414683,0.1047400212,0
0,0,-0.0001616047771,0,0.003951591125,0.9910168638,0
6.969070208e-05,0,0,0,0,0,0.8541018662
0,0,0,0,0,0,0.009999995685
0,0.0003408602005,2.709935611e-05,0,3.438368773e-05,0.009747902547,0
0,0,0,0,6.914026655e-05,0.01960133428,0
0,0,-6.240169122e-05,0.01000002517,0,-4.094457753e-05,0
0,0,-1.959828247e-05,1.000000004,0.0002835766395,0.08039425352,0
0,0,-0.0001066787291,0,0.003502675256,0.9930118469,0
0,0,0,0,0,0,0.8541019662
0,0,0,0,0,0,0.009999995685
0,0.0003624079199,5.169637963e-05,0,4.397940616e-05,0.01102956468,0
0,0,0,0,8.818350291e-05,0.02211548102,0
0,0,-6.239883143e-05,0.01000002514,0,-6.202869707e-05,0
0,0,-2.804199179e-05,1.000000004,0.0004176414683,0.1047400212,0
0,0,-0.0001616047771,0,0.003951591125,0.9910168639,0
0,0,0,0,0,0,0.8541019662
0,0,0,0,0,0,0
111,1,500,4000,0.7,190,1.12
1.3,0.35,0.4964,0.5986,1.221730476,0.05477225575,0.3206479091
3.065253572,0.9536663981,0.01,2.205882353,0,3.75,3.5
0,0.9476228848,0.01,2.205882353,0,2.3,2.6
