0,-49.5,1.570796327
0,-49,1.570796327
0,-48.5,1.570796327
0,-48,1.570796327
0,-47.5,1.570796327
0,-47,1.570796327
0,-46.5,1.570796327
0,-46,1.570796327
0,-45.5,1.570796327
0,-45,1.570796327
0,-44.5,1.570796327
0,-44,1.570796327
0,-43.5,1.570796327
0,-43,1.570796327
0,-42.5,1.570796327
0,-42,1.570796327
0,-41.5,1.570796327
0,-41,1.570796327
0,-40.5,1.570796327
0,-40,1.570796327
0,-39.5,1.570796327
0,-39,1.570796327
0,-38.5,1.570796327
0,-38,1.570796327
0,-37.5,1.570796327
0,-37,1.570796327
0,-36.5,1.570796327
0,-36,1.570796327
0,-35.5,1.570796327
0,-35,1.570796327
0,-34.5,1.570796327
0,-34,1.570796327
0,-33.5,1.570796327
0,-33,1.570796327
0,-32.5,1.570796327
0,-32,1.570796327
0,-31.5,1.570796327
0,-31,1.570796327
0,-30.5,1.570796327
0,-30,1.570796327
0,-29.5,1.570796327
0,-29,1.570796327
0,-28.5,1.570796327
0,-28,1.570796327
0,-27.5,1.570796327
0,-27,1.570796327
0,-26.5,1.570796327
0,-26,1.570796327
0,-25.5,1.570796327
0,-25,1.570796327
0,-24.5,1.570796327
0,-24,1.570796327
0,-23.5,1.570796327
0,-23,1.570796327
0,-22.5,1.570796327
0,-22,1.570796327
0,-21.5,1.570796327
0,-21,1.570796327
0,-20.5,1.570796327
0,-20,1.570796327
0,-19.5,1.570796327
0,-19,1.570796327
0,-18.5,1.570796327
0,-18,1.570796327
0,-17.5,1.570796327
0,-17,1.570796327
0,-16.5,1.570796327
0,-16,1.570796327
0,-15.5,1.570796327
0,-15,1.570796327
0,-14.5,1.570796327
0,-14,1.570796327
0,-13.5,1.570796327
0,-13,1.570796327
0,-12.5,1.570796327
0,-12,1.570796327
0,-11.5,1.570796327
0,-11,1.570796327
0,-10.5,1.570796327
0,-10,1.570796327
0,-9.5,1.570796327
0,-9,1.570796327
0,-8.5,1.570796327
0,-8,1.570796327
0,-7.5,1.570796327
0,-7,1.570796327
0,-6.5,1.570796327
0,-6,1.570796327
0,-5.5,1.570796327
0,-5,1.570796327
0,-4.5,1.570796327
0,-4,1.570796327
0,-3.5,1.570796327
0,-3,1.570796327
0,-2.5,1.570796327
0,-2,1.570796327
0,-1.5,1.570796327
0,-1,1.570796327
0,-0.5,1.570796327
0,0,1.570796327
-0.0063162,0.5026,1.583362717
-0.025261,1.0049,1.608494564
-0.056822,1.5065,1.633634143
-0.10098,2.0072,1.658761267
-0.15771,2.5067,1.683885318
-0.22697,3.0045,1.709041031
-0.30871,3.5005,1.73412667
-0.4029,3.9942,1.759314729
-0.50946,4.4854,1.784424227
-0.62834,4.9738,1.809560293
-0.75945,5.459,1.834711773
-0.90271,5.9408,1.859813999
-1.058,6.4189,1.884853225
-1.2253,6.8929,1.910099977
-1.4045,7.3625,1.935341896
-1.5954,7.8275,1.960353735
-1.7979,8.2875,1.985485318
-2.0119,8.7423,2.010596553
-2.2373,9.1916,2.035778455
-2.4739,9.6351,2.060870676
-2.7215,10.072,2.086385759
-2.9801,10.503,2.111215827
-3.2494,10.928,2.135589601
-3.5293,11.345,2.1619467
-3.8197,11.756,2.185917653
-4.1202,12.159,2.211512482
-4.4308,12.554,2.237145597
-4.7511,12.941,2.262170273
-5.0812,13.32,2.287342841
-5.4206,13.691,2.311741811
-5.7693,14.053,2.33748273
-6.1269,14.406,2.362667803
-6.4933,14.75,2.387715578
-6.8683,15.085,2.412473026
-7.2515,15.41,2.438190408
-7.6428,15.726,2.462256184
-8.0419,16.031,2.489053008
-8.4485,16.327,2.512328572
-8.8625,16.612,2.53869049
-9.2835,16.887,2.562966499
-9.7112,17.151,2.588582111
-10.145,17.404,2.613604207
-10.586,17.646,2.639707464
-11.032,17.877,2.663698457
-11.484,18.097,2.688620796
-11.942,18.305,2.715294216
-12.404,18.502,2.738530931
-12.872,18.687,2.765145295
-13.344,18.86,2.790272369
-13.82,19.021,2.815436841
-14.3,19.17,2.840606893
-14.783,19.308,2.863292995
-15.27,19.433,2.890342968
-15.76,19.545,2.916881485
-16.252,19.646,2.939120995
-16.747,19.734,2.965653028
-17.244,19.809,2.991817315
-17.743,19.872,3.016004614
-18.243,19.923,3.039944198
-18.744,19.961,3.065889301
-19.246,19.986,3.091832966
-19.749,19.998,3.117740319
-20.251,19.998,3.141592654
-20.754,19.986,-3.117740319
-21.256,19.961,-3.091832966
-21.757,19.923,-3.065889301
-22.257,19.872,-3.039944198
