1,0,0,0,0,0,0.01
0,1,0.024,0,0,0.009939374579,0
0,0,1,0,0,0.02002291414,0
0,0,0,1,0.01,0,0
0,0,0,0.1837078652,1,0.0899913205,0
0,0,0,0,0,1,0
0,0,0,0,0,0,1
0,0,0,0,0.02037453184,0.01,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,-27.26224719,0,-2.93151066,0
0,0,0,0,1,0,0
0,0,0,0,0,2.002291414,0
0,0,0,0,0,1,0
0,0,0,0,0,0,1
0,0,-1.935580524,0,0,0,0
0.2226851604,0,0,0,0,0,0.009633547861
0,0.2456064888,0,0,3.526447745e-05,0.00985517309,0
0,0.2201330922,0,0,7.104306404e-05,0.01985402149,0
0,0,-6.235095416e-05,0.01000002141,0,-0.0001814822125,0
0,0,-5.397134902e-05,1.000000004,0.0003191591376,0.08919368077,0
0,0,-0.0004724565448,0,0.003547880332,0.9915069585,0
6.969070208e-05,0,0,0,0,0,0.8541018662
0.2472,-0.69413,-1.228676169,0,0,0,0
111,1,500,4000,0.7,23,1.12
1.3,0.355,0.4964,0.5986,1.151917306,0.05477225575,0.3206479091
3.065253572,0.9516518936,0.01,2.205882353,0,3.75,3.5
