Lat GPS (deg),Long GPS (deg),Accelerometer Y (rad/s^2),Gyroscope X (rad/s),Gyroscope Z (rad/s),Steering Angle encoder(rad),Speed VESC (rad/s),Time (ms),GNSS flag,Input,Reset Traj,State Estimate X (m),State Estimate Y (m),State Estimate Psi (rad),State Estimate Roll (rad),State Estimate Rollrate (rad/s),State Estimate Delta (rad),State Estimate Velocity (m/s),Steerrate input (rad/s),Rollref,Closestpoint,Error1,Error2,Dpsiref contribution,Lateral contribution,Heading contribution,State Estimator Iterations,Trajectory Iterations,steering flag,GPS velocity (m/s),E2 limit,E1 limit,Gyroscope Y (rad/s),Speed reference (rad/s),PI Current (A),Ki,Kp
1.0068391190,0.2090858164,-0.7678771200,0.0010879459,0.0020260153,-0.0510579563,0,2155536,20,0,0,-201.379899,-631.20419,-1.433729,0.004429,0.001081,-0.051036,0.000000,0,0,0,0.000011,0,0,-0.000001,-0,201,201,0,0.048354,0,0,-0.005149,0,0,0.5,1.4
1.0068391190,0.2090858164,-0.7451375400,-0.0037989760,-0.0022500413,-0.0510579563,0,2155546,20,0,0,-177.404358,-627.897195,-1.434744,0.004384,-0.003808,-0.051042,0.000000,0,-0,0,-0.000006,0,0,0,-0,202,202,0,0.048354,0,0,-0.000109,0,0,0.5,1.4
1.0068391190,0.2090858164,-0.7439407200,-0.0025772455,0.0003461359,-0.0510579563,0,2155556,20,0,0,-153.457732,-624.618958,-1.435759,0.004352,-0.002584,-0.051031,0.000000,0,0,0,0.000002,0,0,-0,-0,203,203,0,0.048354,0,0,-0.003775,0,0,0.5,1.4
1.0068391190,0.2090858164,-0.7487280000,-0.0106712099,0.0018732990,-0.0510579563,0,2155566,20,0,0,-129.540063,-621.369414,-1.436774,0.004238,-0.010679,-0.051027,0.000000,0,-0,0,-0.000004,0,0,0,-0,204,204,0,0.048354,0,0,-0.003164,0,0,0.5,1.4
1.0068391190,0.2090858164,-0.7535152800,-0.0028826781,-0.0022500413,-0.0510579563,0,2155576,20,0,0,-105.651396,-618.1485,-1.43779,0.004203,-0.002892,-0.051042,0.000000,0,-0,0,-0.000003,0,0,0,-0,205,205,0,0.048354,0,0,-0.003775,0,0,0.5,1.4
1.0068391161,0.2090858134,-0.7690739400,0.0020042438,0.0014151501,-0.0510579563,0,2155586,21,0,0,-81.791786,-614.956163,-1.438805,0.004215,0.001996,-0.051037,0.000000,0,-0,0,-0.000003,0,0,0,-0,206,206,0,0.031893,0,0,-0.005607,0,0,0.5,1.4
1.0068391161,0.2090858134,-0.7702707600,0.0021569601,0.0015678664,-0.0510579563,0,2155596,21,0,0,-57.961272,-611.792336,-1.439819,0.004229,0.002148,-0.051037,0.000000,0,0,0,0.000001,0,0,-0,-0,207,207,0,0.031893,0,0,-0.00576,0,0,0.5,1.4
1.0068391161,0.2090858134,-0.8205372000,-0.0053261391,0.0003461359,-0.0510579563,0,2155606,21,0,0,-34.159895,-608.656957,-1.440834,0.004165,-0.005338,-0.051066,0.000000,0,0,0,0.000001,0,0,-0,-0,208,208,0,0.031893,0,0,-0.005302,0,0,0.5,1.4
1.0068391161,0.2090858134,-0.7642866600,-0.0002865008,-0.0025554739,-0.0510579563,0,2155617,21,0,0,-10.387713,-605.549968,-1.44185,0.004158,0.000164,-0.051050,0.000000,0,-0,0,-0.000001,0,0,0,-0,209,209,0,0.031893,0,0,-0.001637,0,0,0.5,1.4
1.0068391161,0.2090858134,-0.7642866600,-0.0002865008,-0.0025554739,-0.0510579563,0,2155625,21,0,0,13.355229,-602.471311,-1.442865,0.004148,-0.000295,-0.051048,0.000000,0,0,0,0.000003,0,0,-0,-0,210,210,0,0.031893,0,0,-0.001637,0,0,0.5,1.4
1.0068391161,0.2090858134,-0.7547121000,-0.0010500824,-0.0002647293,-0.0510579563,0,2155636,21,0,0,37.068883,-599.420927,-1.44388,0.004132,-0.001057,-0.051035,0.000000,0,-0,0,-0.000003,0,0,0,-0,211,211,0,0.031893,0,0,-0.0024,0,0,0.5,1.4
1.0068391161,0.2090858134,-0.7523184600,0.0003243644,-0.0004174456,-0.0510579563,0,2155645,21,0,0,60.753206,-596.398753,-1.444895,0.004129,0.000316,-0.051035,0.000000,0,-0,0,-0.000003,0,0,0,-0,212,212,0,0.031893,0,0,-0.003164,0,0,0.5,1.4
1.0068391161,0.2090858134,-0.7547121000,0.0015460949,-0.0341677500,-0.0510579563,0,2155655,21,0,0,84.408152,-593.404726,-1.445912,0.004138,0.001527,-0.051156,0.000000,0,0,0,0.000003,0,0,-0,-0,213,213,0,0.031893,0,0,-0.002706,0,0,0.5,1.4
1.0068391161,0.2090858134,-0.7642866600,-0.0028826781,0.0003461359,-0.0510579563,0,2155666,21,0,0,108.033629,-590.438851,-1.446927,0.004102,-0.00288,-0.051038,0.000000,0,-0,19,-592.183567,-1.445912,0,0.167891,0.463629,214,214,0,0.031893,0,0,-0.002553,0,0,0.5,1.4
1.0068391161,0.2090858134,-0.7583025600,0.0006297970,-0.0011810272,-0.0510579563,0,2155676,21,0,0,131.629637,-587.500999,-1.447943,0.004102,0.000621,-0.051039,0.000000,0,0,0,0.000005,0,0,-0,-0,215,215,0,0.031893,0,0,-0.00072,0,0,0.5,1.4
1.0068391132,0.2090858134,-0.7882230600,-0.0019663803,-0.0022500413,-0.0510579563,0,2155686,22,0,0,155.196134,-584.591113,-1.448958,0.004074,-0.001977,-0.051058,0.000000,0,-0,0,-0.000001,0,0,0,-0,216,216,0,0.046811,0,0,0.000501,0,0,0.5,1.4
1.0068391132,0.2090858134,-0.7846326000,0.0009352296,-0.0024027576,-0.0510579563,0,2155696,22,0,0,178.733069,-581.709134,-1.449973,0.004075,0.000927,-0.051056,0.000000,0,-0,0,-0.000008,0,0,0,-0,217,217,0,0.046811,0,0,-0.002858,0,0,0.5,1.4
1.0068391132,0.2090858134,-0.7966008000,-0.0007446498,-0.0011810272,-0.0510579563,0,2155706,22,0,0,202.240398,-578.855,-1.450988,0.004059,-0.000754,-0.051058,0.000000,0,-0,0,-0.000005,0,0,0,-0,218,218,0,0.046811,0,0,0.00325,0,0,0.5,1.4
1.0068391132,0.2090858134,-0.7989944400,0.0015460949,-0.0030136229,-0.0510579563,0,2155717,22,0,0,225.718076,-576.028647,-1.452003,0.004065,0.001537,-0.051065,0.000000,0,-0,0,-0.000005,0,0,0,-0,219,219,0,0.046811,0,0,-0.000568,0,0,0.5,1.4
1.0068391132,0.2090858134,-0.8049785400,0.0016988112,0.0006515686,-0.0510579563,0,2155726,22,0,0,249.166058,-573.230018,-1.453018,0.004073,0.001691,-0.051055,0.000000,0,-0,0,-0.000005,0,0,0,-0,220,220,0,0.046811,0,0,-0.003775,0,0,0.5,1.4
1.0068391132,0.2090858134,-0.8001912600,0.0015460949,-0.0046935023,-0.0510579563,0,2155736,22,0,0,272.584302,-570.459043,-1.454034,0.004079,0.001536,-0.051072,0.000000,0,-0,0,-0.000002,0,0,0,-0,221,221,0,0.046811,0,0,0.000654,0,0,0.5,1.4
1.0068391132,0.2090858134,-0.7678771200,0.0050585700,0.0003461359,-0.0510579563,0,2155745,22,0,0,295.972752,-567.715672,-1.455049,0.004123,0.005053,-0.051039,0.000000,0,-0,0,-0.000002,0,0,0,-0,222,222,0,0.046811,0,0,-0.005455,0,0,0.5,1.4
1.0068391132,0.2090858134,-0.7463343600,0.0035314069,-0.0007228782,-0.0510579563,0,2155756,22,0,0,319.331372,-564.999833,-1.456064,0.004152,0.003524,-0.051033,0.000000,0,-0,0,-0.000003,0,0,0,-0,223,223,0,0.046811,0,0,-0.002706,0,0,0.5,1.4
1.0068391132,0.2090858134,-0.7523184600,0.0079601799,0.0000407033,-0.0510579563,0,2155766,22,0,0,342.66012,-562.311465,-1.457079,0.004225,0.007952,-0.051034,0.000000,0,0,0,0.000007,0,0,-0,-0,224,224,0,0.046811,0,0,-0.001179,0,0,0.5,1.4
1.0068391132,0.2090858134,-0.7690739400,0.0033786906,-0.0040826370,-0.0510579563,0,2155776,22,0,0,365.958954,-559.650506,-1.458094,0.004251,0.003368,-0.051058,0.000000,0,-0,0,-0.000015,0,0,0.000001,-0,225,225,0,0.046811,0,0,-0.00072,0,0,0.5,1.4
1.0068391103,0.2090858193,-0.7762548600,0.0053640026,0.0015678664,-0.0510579563,0,2155786,23,0,0,389.227827,-557.016899,-1.459109,0.004297,0.005357,-0.051041,0.000000,0,-0,0,-0.000012,0,0,0.000001,-0,226,226,0,0.026749,0,0,-0.005302,0,0,0.5,1.4
1.0068391103,0.2090858193,-0.7714675800,0.0024623927,0.0006515686,-0.0510579563,0,2155796,23,0,0,412.466698,-554.410574,-1.460124,0.004313,0.002454,-0.051043,0.000000,0,-0,0,-0.000014,0,0,0.000001,-0,227,227,0,0.026749,0,0,-0.003317,0,0,0.5,1.4
1.0068391103,0.2090858193,-0.7762548600,-0.0016609476,-0.0016391761,-0.0510579563,0,2155806,23,0,0,435.675522,-551.83147,-1.46114,0.004288,-0.00167,-0.051053,0.000000,0,0,0,0.000012,0,0,-0.000001,-0,228,228,0,0.026749,0,0,-0.002858,0,0,0.5,1.4
1.0068391103,0.2090858193,-0.8001912600,0.0094873430,0.0003461359,-0.0510579563,0,2155817,23,0,0,458.854252,-549.279528,-1.462155,0.004373,0.009478,-0.051056,0.000000,0,0,0,0.000015,0,0,-0.000001,-0,229,229,0,0.026749,0,0,-0.003011,0,0,0.5,1.4
1.0068391103,0.2090858193,-0.8097658200,0.0094873430,0.0032477458,-0.0510579563,0,2155826,23,0,0,482.002849,-546.754683,-1.463169,0.004457,0.009479,-0.051053,0.000000,0,0,0,0.000003,0,0,-0,-0,230,230,0,0.026749,0,0,-0.002858,0,0,0.5,1.4
1.0068391103,0.2090858193,-0.7666803000,0.0134579670,0.0017205827,-0.0510579563,0,2155836,23,0,0,505.121266,-544.256867,-1.464184,0.004584,0.013451,-0.051039,0.000000,0,0,0,0.00001,0,0,-0.000001,-0,231,231,0,0.026749,0,0,-0.0024,0,0,0.5,1.4
1.0068391103,0.2090858193,-0.7451375400,0.0062803005,-0.0017918924,-0.0510579563,0,2155846,23,0,0,528.209461,-541.78602,-1.4652,0.004639,0.006272,-0.051044,0.000000,0,0,0,0.000032,0,0,-0.000002,-0,232,232,0,0.026749,0,0,0.001876,0,0,0.5,1.4
1.0068391103,0.2090858193,-0.7606962000,0.0087237614,-0.0033190555,-0.0510579563,0,2155856,23,0,0,551.267387,-539.342086,-1.466215,0.004717,0.008714,-0.051056,0.000000,0,-0,19,-538.120927,-1.466215,0,0.167891,0.470139,233,233,0,0.026749,0,0,-0.005149,0,0,0.5,1.4
1.0068391103,0.2090858193,-0.7571057400,0.0113199387,-0.0024027576,-0.0510579563,0,2155866,23,0,0,574.294999,-536.925005,-1.46723,0.004822,0.011312,-0.051053,0.000000,0,0,0,0.000018,0,0,-0.000001,-0,234,234,0,0.026749,0,0,-0.003317,0,0,0.5,1.4
1.0068391103,0.2090858193,-0.7319725200,0.0090291940,-0.0005701619,-0.0510579563,0,2155876,23,0,0,597.292252,-534.534713,-1.468245,0.004904,0.009022,-0.051036,0.000000,0,-0,0,-0.00001,0,0,0.000001,-0,235,235,0,0.026749,0,0,-0.003011,0,0,0.5,1.4
1.0068391103,0.2090858222,-0.7439407200,0.0111672224,0.0001934196,-0.0510579563,0,2155886,24,0,0,620.259114,-532.171143,-1.46926,0.005007,0.011159,-0.051040,0.000000,0,0,0,0.000022,0,0,-0.000001,-0,236,236,0,0.0643,0,0,-0.002095,0,0,0.5,1.4
1.0068391103,0.2090858222,-0.7618930200,0.0073493146,-0.0022500413,-0.0510579563,0,2155896,24,0,0,643.19554,-529.83423,-1.470275,0.005071,0.007339,-0.051058,0.000000,0,0,0,0.00001,0,0,-0.000001,-0,237,237,0,0.0643,0,0,-0.000873,0,0,0.5,1.4
1.0068391103,0.2090858222,-0.7894198800,0.0042949884,-0.0014864598,-0.0510579563,0,2155906,24,0,0,666.101484,-527.523917,-1.471291,0.005102,0.004285,-0.051069,0.000000,0,0,0,0.000031,0,0,-0.000002,-0,238,238,0,0.0643,0,0,-0.002706,0,0,0.5,1.4
1.0068391103,0.2090858222,-0.7642866600,0.0062803005,-0.0028609066,-0.0510579563,0,2155917,24,0,0,688.976899,-525.240138,-1.472306,0.005154,0.006272,-0.051062,0.000000,0,0,0,0.000031,0,0,-0.000002,-0,239,239,0,0.0643,0,0,-0.006371,0,0,0.5,1.4
1.0068391103,0.2090858222,-0.7523184600,0.0152905627,-0.0001120130,-0.0510579563,0,2155926,24,0,0,711.821743,-522.982835,-1.473321,0.005297,0.015283,-0.051048,0.000000,0,-0,0,-0.000031,0,0,0.000002,-0,240,240,0,0.0643,0,0,-0.003317,0,0,0.5,1.4
1.0068391103,0.2090858222,-0.7212011400,0.0065857331,-0.0048462186,-0.0510579563,0,2155936,24,0,0,734.635976,-520.751937,-1.474336,0.005354,0.006577,-0.051053,0.000000,0,-0,0,-0.000028,0,0,0.000002,-0,241,241,0,0.0643,0,0,-0.008509,0,0,0.5,1.4
1.0068391103,0.2090858222,-0.6852965400,0.0125416692,-0.0022500413,-0.0510579563,0,2155946,24,0,0,757.419547,-518.547391,-1.475352,0.005473,0.012536,-0.051026,0.000000,0,0,0,0.000001,0,0,-0,-0,242,242,0,0.0643,0,0,-0.004996,0,0,0.5,1.4
1.0068391103,0.2090858222,-0.6541792200,0.0076547473,-0.0031663392,-0.0510579563,0,2155956,24,0,0,780.172419,-516.369129,-1.476367,0.005545,0.007648,-0.051017,0.000000,0,-0,0,-0.000002,0,0,0,-0,243,243,0,0.0643,0,0,-0.004691,0,0,0.5,1.4
1.0068391103,0.2090858222,-0.7056424800,0.0035314069,-0.0027081903,-0.0510579563,0,2155966,24,0,0,802.894558,-514.217088,-1.477382,0.005571,0.003521,-0.051040,0.000000,0,-0,0,-0.000001,0,0,0,-0,244,244,0,0.0643,0,0,-0.000415,0,0,0.5,1.4
1.0068391103,0.2090858222,-0.7164138600,0.0016988112,-0.0016391761,-0.0510579563,0,2155976,24,0,0,825.585919,-512.091203,-1.478397,0.005579,0.00169,-0.051041,0.000000,0,0,0,0.000015,0,0,-0.000001,-0,245,245,0,0.0643,0,0,-0.006676,0,0,0.5,1.4
1.0068391103,0.2090858134,-0.6912806400,-0.0007446498,-0.0039299207,-0.0510579563,0,2155986,25,0,0,848.246445,-509.991411,-1.479413,0.005564,-0.000752,-0.051037,0.000000,0,0,0,0.000013,0,0,-0.000001,-0,246,246,0,0.091049,0,0,0.000654,0,0,0.5,1.4
1.0068391103,0.2090858134,-0.6817060800,-0.0005919335,-0.0036244881,-0.0510579563,0,2155996,25,0,0,870.876106,-507.917651,-1.480428,0.005551,-0.000599,-0.051031,0.000000,0,-0,0,-0.000004,0,0,0,-0,247,247,0,0.091049,0,0,-0.002858,0,0,0.5,1.4
1.0068391103,0.2090858134,-0.6757219800,0.0067384494,-0.0039299207,-0.0510579563,0,2156006,25,0,0,893.47486,-505.869859,-1.481443,0.005612,0.006731,-0.051029,0.000000,0,-0,0,-0.000008,0,0,0,-0,248,248,0,0.091049,0,0,-0.008509,0,0,0.5,1.4
1.0068391103,0.2090858134,-0.6817060800,0.0046004211,-0.0031663392,-0.0510579563,0,2156017,25,0,0,916.042668,-503.847971,-1.482458,0.005651,0.004592,-0.051031,0.000000,0,-0,0,-0.000021,0,0,0.000001,-0,249,249,0,0.091049,0,0,-0.002095,0,0,0.5,1.4
1.0068391103,0.2090858134,-0.6685410600,0.0128471018,-0.0002647293,-0.0510579563,0,2156026,25,0,0,938.579488,-501.851922,-1.483474,0.005773,0.012841,-0.051015,0.000000,0,0,0,0.000012,0,0,-0.000001,-0,250,250,0,0.091049,0,0,-0.000262,0,0,0.5,1.4
1.0068391103,0.2090858134,-0.6840997200,0.0067384494,-0.0025554739,-0.0510579563,0,2156036,25,0,0,961.085285,-499.881643,-1.484489,0.005832,0.006729,-0.051033,0.000000,0,0,0,0.000025,0,0,-0.000001,-0,251,251,0,0.091049,0,0,0.000043,0,0,0.5,1.4
1.0068391103,0.2090858134,-0.7774516800,0.0046004211,0.0020260153,-0.0510579563,0,2156045,25,0,0,983.560026,-497.937073,-1.485504,0.005864,0.004589,-0.051061,0.000000,0,-0,19,-496.715914,-1.485504,0,0.167891,0.476324,252,252,0,0.091049,0,0,-0.000109,0,0,0.5,1.4
1.0068391103,0.2090858134,-0.6996583800,-0.0007446498,-0.0002647293,-0.0510579563,0,2156056,25,0,0,1006.003656,-496.018141,-1.486519,0.005848,-0.00075,-0.051032,0.000000,0,0,0,0.00001,0,0,-0.000001,-0,253,253,0,0.091049,0,0,0.000501,0,0,0.5,1.4
1.0068391103,0.2090858134,-0.6051096000,-0.0109766425,-0.0030136229,-0.0510579563,0,2156066,25,0,0,1028.416131,-494.124788,-1.487534,0.005735,-0.01098,-0.050996,0.000000,0,0,0,0.000006,0,0,-0,-0,254,254,0,0.091049,0,0,-0.008356,0,0,0.5,1.4
1.0068391103,0.2090858134,-0.7247916000,-0.0060897206,-0.0016391761,-0.0510579563,0,2156076,25,0,0,1050.797428,-492.256952,-1.488549,0.005664,-0.006102,-0.051045,0.000000,0,0,0,0.00001,0,0,-0.000001,-0,255,255,0,0.091049,0,0,0.00157,0,0,0.5,1.4
1.0068391132,0.2090858076,-0.6063064200,-0.0074641674,-0.0053043675,-0.0510579563,0,2156086,26,0,0,1073.147478,-490.414569,-1.489565,0.005587,-0.007467,-0.051002,0.000000,0,0,0,0.000008,0,0,-0,-0,256,256,0,0.051955,0,0,0.005999,0,0,0.5,1.4
1.0068391132,0.2090858076,-0.8025849000,-0.0097549120,-0.0043880697,-0.0510579563,0,2156096,26,0,0,1095.466274,-488.597578,-1.49058,0.005475,-0.009772,-0.051090,0.000000,0,0,0,0.000001,0,0,-0,-0,257,257,0,0.051955,0,0,0.00096,0,0,0.5,1.4
1.0068391132,0.2090858076,-0.7104297600,0.0010879459,-0.0020973250,-0.0510579563,0,2156106,26,0,0,1117.753747,-486.805915,-1.491595,0.005477,0.001085,-0.051037,0.000000,0,0,0,0.000035,0,0,-0.000002,-0,258,258,0,0.051955,0,0,-0.000568,0,0,0.5,1.4
1.0068391132,0.2090858076,-0.6661474200,0.0021569601,0.0006515686,-0.0510579563,0,2156117,26,0,0,1140.009867,-485.039511,-1.49261,0.005493,0.002152,-0.051008,0.000000,0,-0,0,-0.000036,0,0,0.000002,-0,259,259,0,0.051955,0,0,-0.004844,0,0,0.5,1.4
1.0068391132,0.2090858076,-0.5775827400,0.0050585700,0.0059966394,-0.0510579563,0,2156126,26,0,0,1162.234594,-483.298297,-1.493625,0.005544,0.005057,-0.050947,0.000000,0,-0,0,-0.000036,0,0,0.000002,-0,260,260,0,0.051955,0,0,0.001112,0,0,0.5,1.4
1.0068391132,0.2090858076,-0.6158809800,0.0068911657,0.0058439231,-0.0510579563,0,2156136,26,0,0,1184.427911,-481.582198,-1.49464,0.00561,0.006882,-0.050967,0.000000,0,-0,0,-0.000014,0,0,0.000001,-0,261,261,0,0.051955,0,0,-0.010036,0,0,0.5,1.4
1.0068391132,0.2090858076,-0.5596304400,0.0003243644,0.0032477458,-0.0510579563,0,2156146,26,0,0,1206.589768,-479.891151,-1.495654,0.005613,0.000319,-0.050951,0.000000,0,-0,0,-0.000034,0,0,0.000002,-0,262,262,0,0.051955,0,0,0.000349,0,0,0.5,1.4
1.0068391132,0.2090858076,-0.5368908600,-0.0092967631,0.0034004621,-0.0510579563,0,2156156,26,0,0,1228.720125,-478.225095,-1.496669,0.005522,-0.009302,-0.050938,0.000000,0,-0,0,-0.000024,0,0,0.000001,-0,263,263,0,0.051955,0,0,-0.003317,0,0,0.5,1.4
1.0068391132,0.2090858076,-0.6398173800,-0.0118929404,0.0003461359,-0.0510579563,0,2156166,26,0,0,1250.818955,-476.583965,-1.497684,0.005399,-0.011905,-0.050996,0.000000,0,-0,0,-0.000027,0,0,0.000001,-0,264,264,0,0.051955,0,0,-0.007745,0,0,0.5,1.4
1.0068391132,0.2090858076,-0.6122905200,-0.0178488764,-0.0013337435,-0.0510579563,0,2156176,26,0,0,1272.886202,-474.9677,-1.498699,0.005219,-0.017855,-0.050987,0.000000,0,0,0,0.000055,0,0,-0.000003,-0,265,265,0,0.051955,0,0,-0.004538,0,0,0.5,1.4
1.0068391074,0.2090858134,-0.6553760400,-0.0209032026,0.0020260153,-0.0510579563,0,2156186,27,0,0,1294.921837,-473.376239,-1.499714,0.005006,-0.020911,-0.050992,0.000000,0,0,0,0.000043,0,0,-0.000002,-0,266,266,0,0.042695,0,0,0.001418,0,0,0.5,1.4
1.0068391074,0.2090858134,-0.5751891000,-0.0169325786,-0.0004174456,-0.0510296536,0,2156196,27,0,0,1316.925807,-471.809511,-1.500729,0.004839,-0.016934,-0.050931,0.000000,0,0,0,0.00003,0,0,-0.000002,-0,267,267,0,0.042695,0,0,0.002334,0,0,0.5,1.4
1.0068391074,0.2090858134,-0.7008552000,-0.0221249331,0.0006515686,-0.0510013510,0,2156206,27,0,0,1338.898106,-470.267442,-1.501743,0.004612,-0.022135,-0.050957,0.000000,0,-0,0,-0.000035,0,0,0.000002,-0,268,268,0,0.042695,0,0,-0.001637,0,0,0.5,1.4
1.0068391074,0.2090858134,-0.6422110200,-0.0079223163,-0.0005701619,-0.0509164431,0,2156217,27,0,0,1360.838697,-468.749951,-1.502757,0.004459,-0.014803,-0.050963,0.000000,0,-0,0,-0.000021,0,0,0.000001,-0,269,269,0,0.042695,0,0,-0.004233,0,0,0.5,1.4
1.0068391074,0.2090858134,-0.6422110200,-0.0079223163,-0.0005701619,-0.0508315352,0,2156226,27,0,0,1382.747533,-467.256977,-1.503767,0.00438,-0.007911,-0.050761,0.000000,0,-0,0,-0.000022,0,0,0.000001,-0,270,270,0,0.042695,0,0,-0.004233,0,0,0.5,1.4
1.0068391074,0.2090858134,-0.6589665000,-0.0077696000,-0.0358476294,-0.0506900220,0,2156236,27,0,0,1404.624666,-465.788373,-1.504778,0.004301,-0.007776,-0.050754,0.000000,0,-0,19,-464.567214,-1.504778,0,0.167891,0.482504,271,271,0,0.042695,0,0,-0.001179,0,0,0.5,1.4
1.0068391074,0.2090858134,-0.6422110200,-0.0166271460,0.0040113274,-0.0505202062,0,2156246,27,0,0,1426.470064,-464.344068,-1.505782,0.004134,-0.016605,-0.050435,0.000000,0,0,0,0.000028,0,0,-0.000002,-0,272,272,0,0.042695,0,0,0.000196,0,0,0.5,1.4
1.0068391074,0.2090858134,-0.6410142000,-0.0138782524,0.0034004621,-0.0502937851,0,2156256,27,0,0,1448.283839,-462.92385,-1.506781,0.003996,-0.013865,-0.050209,0.000000,0,0,0,0.000039,0,0,-0.000002,-0,273,273,0,0.042695,0,0,-0.004386,0,0,0.5,1.4
1.0068391074,0.2090858134,-0.6565728600,-0.0143364013,0.0043167600,-0.0500107587,0,2156266,27,0,0,1470.066064,-461.527552,-1.507775,0.003852,-0.014318,-0.049931,0.000000,0,-0,0,-0.000015,0,0,0.000001,-0,274,274,0,0.042695,0,0,0.000043,0,0,0.5,1.4
1.0068391074,0.2090858134,-0.6745251600,-0.0131146708,0.0024841643,-0.0496994297,0,2156276,27,0,0,1491.816839,-460.154976,-1.508763,0.003719,-0.013095,-0.049635,0.000000,0,-0,0,-0.00003,0,0,0.000002,-0,275,275,0,0.042695,0,0,-0.002858,0,0,0.5,1.4
1.0068391074,0.2090858134,-0.7032488400,-0.0248738267,0.0004988522,-0.0493597981,0,2156286,27,0,0,1513.536276,-458.805918,-1.509744,0.003467,-0.024853,-0.049317,0.000000,0,-0,0,-0.000016,0,0,0.000001,-0,276,276,0,0.042695,0,0,-0.000262,0,0,0.5,1.4
1.0068391015,0.2090858164,-0.7319725200,-0.0236520962,-0.0033190555,-0.0490484691,0,2156296,28,0,0,1535.224502,-457.480161,-1.51072,0.003227,-0.023634,-0.049031,0.000000,0,0,0,0.000028,0,0,-0.000002,-0,277,277,0,0.114712,0,0,-0.0024,0,0,0.5,1.4
1.0068391015,0.2090858164,-0.6936742800,-0.0288444507,-0.0040826370,-0.0487371401,0,2156306,28,0,0,1556.881616,-456.177506,-1.511689,0.002937,-0.028822,-0.048704,0.000000,0,-0,0,-0.00004,0,0,0.000002,-0,278,278,0,0.114712,0,0,-0.007593,0,0,0.5,1.4
1.0068391015,0.2090858164,-0.7164138600,-0.0280808692,-0.0014864598,-0.0484541137,0,2156317,28,0,0,1578.507736,-454.897751,-1.512658,0.002654,-0.028088,-0.048701,0.000000,0,0,0,0.00002,0,0,-0.000001,-0,279,279,0,0.114712,0,0,-0.000415,0,0,0.5,1.4
1.0068391015,0.2090858164,-0.7618930200,-0.0234993799,0.0009570012,-0.0482559953,0,2156326,28,0,0,1600.102839,-453.640829,-1.513621,0.002416,-0.023483,-0.048430,0.000000,0,-0,0,-0.000058,0,0,0.000003,-0,280,280,0,0.114712,0,0,-0.005149,0,0,0.5,1.4
1.0068391015,0.2090858164,-0.7475311800,-0.0184597417,0.0040113274,-0.0481144821,0,2156336,28,0,0,1621.667025,-452.406547,-1.51458,0.002229,-0.018448,-0.048213,0.000000,0,-0,0,-0.000053,0,0,0.000003,-0,281,281,0,0.114712,0,0,-0.000568,0,0,0.5,1.4
1.0068391015,0.2090858164,-0.7283820600,-0.0157108481,0.0020260153,-0.0480578768,0,2156345,28,0,0,1643.200364,-451.19475,-1.515537,0.002071,-0.015705,-0.048069,0.000000,0,-0,0,-0.000018,0,0,0.000001,-0,282,282,0,0.114712,0,0,0.000196,0,0,0.5,1.4
1.0068391015,0.2090858164,-0.7798453200,-0.0164744297,0.0056912068,-0.0480295742,0,2156355,28,0,0,1664.702894,-450.005314,-1.516492,0.001902,-0.016478,-0.048023,0.000000,0,-0,0,-0.000034,0,0,0.000002,-0,283,283,0,0.114712,0,0,-0.004386,0,0,0.5,1.4
1.0068391015,0.2090858164,-0.7774516800,-0.0164744297,0.0076765188,-0.0480295742,0,2156366,28,0,0,1686.174612,-448.838151,-1.517446,0.001735,-0.016479,-0.047984,0.000000,0,0,0,0.000018,0,0,-0.000001,-0,284,284,0,0.114712,0,0,0.000501,0,0,0.5,1.4
1.0068391015,0.2090858164,-0.8265213000,-0.0282335855,0.0030950295,-0.0480012715,0,2156376,28,0,0,1707.615509,-447.693184,-1.518401,0.001447,-0.028245,-0.048022,0.000000,0,0,0,0.000005,0,0,-0,-0,285,285,0,0.114712,0,0,0.00157,0,0,0.5,1.4
1.0068391015,0.2090858134,-0.9055114200,-0.0265537061,0.0009570012,-0.0480012715,0,2156386,29,0,0,1729.025545,-446.57036,-1.519355,0.001172,-0.026564,-0.048033,0.000000,0,0,0,0.000009,0,0,-0.000001,-0,286,286,0,0.05607,0,0,0.001876,0,0,0.5,1.4
1.0068391015,0.2090858134,-0.8863623000,-0.0280808692,-0.0028609066,-0.0479729689,0,2156396,29,0,0,1750.404692,-445.469612,-1.520309,0.000884,-0.02809,-0.048034,0.000000,0,0,0,0.000009,0,0,-0.000001,-0,287,287,0,0.05607,0,0,0.000196,0,0,0.5,1.4
1.0068391015,0.2090858134,-0.8660163600,-0.0270118550,-0.0017918924,-0.0479446663,0,2156406,29,0,0,1771.752912,-444.390886,-1.521263,0.00061,-0.027016,-0.047989,0.000000,0,0,0,0.000005,0,0,-0,-0,288,288,0,0.05607,0,0,-0.002095,0,0,0.5,1.4
1.0068391015,0.2090858134,-0.9270541800,-0.0154054155,0.0009570012,-0.0479446663,0,2156416,29,0,0,1793.0702,-443.334108,-1.522216,0.000448,-0.015413,-0.047977,0.000000,0,-0,0,-0.00003,0,0,0.000002,-0,289,289,0,0.05607,0,0,-0.004538,0,0,0.5,1.4
