1,0,0,0,0,0,0.01
0,1,0.02,0,0,0.008519879762,0
0,0,1,0,0,0.01716333554,0
0,0,0,1,0.01,0,0
0,0,0,0.17564906,1,0.05926262886,0
0,0,0,0,0,1,0
0,0,0,0,0,0,1
1,0,0,0,0,0,0.01
0,1,0.04,0,0,0.01703975952,0
0,0,1,0,0,0.03432667108,0
0,0,0,1,0.01,0,0
0,0,0,0.17564906,1,0.2611661463,0
0,0,0,0,0,1,0
0,0,0,0,0,0,1
0,0,0,0,0.01623396001,0.01,0
0,0,0,0,0.03246792002,0.01,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,-22.28108326,0,-0.360416611,0
0,0,0,0,1,0,0
0,0,0,0,0,1.716333554,0
0,0,0,0,0,1,0
0,0,0,0,0,0,1
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,-22.28108326,0,-3.153876236,0
0,0,0,0,1,0,0
0,0,0,0,0,3.432667108,0
0,0,0,0,0,1,0
0,0,0,0,0,0,1
0,0,-1.152611161,0,0,0,0
0,0,-2.305222322,0,0,0,0
0.2226851604,0,0,0,0,0,0.009633547861
0,0.241922678,0,0,2.5995093e-05,0.008475079313,0
0,0.2205400464,0,0,5.236727987e-05,0.01707310108,0
0,0,-6.240323589e-05,0.01000002518,0,-2.237338014e-05,0
0,0,-1.441572487e-05,1.000000004,0.0001808041234,0.05894686687,0
0,0,-5.829399095e-05,0,0.0030510995,0.9947381321,0
6.969070208e-05,0,0,0,0,0,0.8541018662
0.2226851604,0,0,0,0,0,0.009633547861
0,0.2598595576,0,0,0.0001022140967,0.01666223269,0
0,0.2185636732,-1.683432527e-05,0,0.0002059143427,0.0335667271,0
0,0,-6.235449606e-05,0.0100000248,0,-0.0001926026096,0
0,0,-0.0001419104645,1.000000004,0.001566381525,0.2553406457,0
0,0,-0.0005014354186,0,0.005998438464,0.9778238097,0
6.969070208e-05,0,0,0,0,0,0.8541018662
0,0,0,0,0,0,0.009999995686
0,0.0003178550817,1.136887434e-05,0,2.600818011e-05,0.008479339996,0
0,0,0,0,5.236833912e-05,0.01707344625,0
0,0,-6.240323589e-05,0.01000002518,0,-2.237338014e-05,0
0,0,-1.441572487e-05,1.000000004,0.0001808041234,0.05894686687,0
0,0,-5.829399095e-05,0,0.0030510995,0.9947381321,0
0,0,0,0,0,0,0.8541019662
0,0,0,0,0,0,0.009999995686
0,0.0004495079108,0.0003580170962,0,0.0001091582193,0.01779420288,0
0,0,0,0,0.0002062208182,0.03361668697,0
0,0,-6.235449608e-05,0.0100000248,0,-0.0001926026097,0
0,0,-0.0001419104645,1.000000004,0.001566381525,0.2553406457,0
0,0,-0.0005014354186,0,0.005998438465,0.9778238097,0
0,0,0,0,0,0,0.8541019662
0,0,1.570796327,0,0,0,0
111,1,500,4000,0.7,190,1.12
1.3,0.35,0.4964,0.5986,1.221730476,0.05477225575,0.3206479091
3.065253572,0.9597099114,0.01,2.205882353,0,3.75,3.5
0,0.9194198227,0.01,2.205882353,0,2,4
